match_number,batter,team_A,team_B,venue,runs_batter,balls_faced,bowler,wickets,runs_conceded,runs_at_venue,wickets_at_venue,runs_vs_opponent,wickets_vs_opponent,career_runs,career_wickets,career_runs_conceded,next_match_runs,next_match_wickets
19.0,DJ Bravo,3,11,Chennai,1.0,5.0,DJ Bravo,25.0,35.0,13.541666666666666,21.783783783783782,6.5,25.0,772.0,1326.0,1805.0,4.0,26.0
19.0,JR Hopes,10,4,Delhi,17.0,14.0,JR Hopes,24.0,36.0,25.0,21.2,17.0,24.0,102.0,86.0,134.0,18.0,18.0
19.0,JP Faulkner,2,7,Dubai,2.0,1.0,JP Faulkner,20.0,23.0,5.5,20.25,15.0,22.80952380952381,151.0,429.0,644.0,4.0,12.0
19.0,Mohammad Nabi,4,1,Hyderabad,2.0,3.0,Mohammad Nabi,24.0,28.0,9.25,21.0,7.6,19.25,62.0,122.0,123.0,11.0,24.0
19.0,RA Jadeja,3,11,Chennai,27.0,22.0,RA Jadeja,24.0,28.0,12.823529411764707,18.952380952380953,17.0,24.5,1099.0,1381.0,1767.0,12.0,18.0
19.0,RA Jadeja,3,5,Mumbai,62.0,29.0,RA Jadeja,24.0,13.0,16.653846153846153,21.9375,17.09090909090909,18.76923076923077,1037.0,1357.0,1754.0,27.0,24.0
19.0,R Vinay Kumar,2,7,Dubai,0.0,1.0,R Vinay Kumar,24.0,30.0,2.0,21.25,6.4,20.0,121.0,786.0,1133.0,2.0,25.0
19.0,Lalit Yadav,10,2,Mumbai,1.0,4.0,Lalit Yadav,6.0,8.0,17.1,12.2,0.5,12.0,167.0,91.0,89.0,4.0,25.0
19.0,KP Pietersen,5,2,RSA,13.0,13.0,KP Pietersen,26.0,24.0,15.5,20.0,9.5,26.0,286.0,96.0,110.0,9.0,13.0
19.0,KH Pandya,8,4,Hyderabad,6.0,14.0,KH Pandya,12.0,9.0,24.666666666666668,18.0,13.272727272727273,16.0,699.0,886.0,1085.0,22.0,12.0
19.0,KC Cariappa,4,1,Hyderabad,1.0,5.0,KC Cariappa,25.0,38.0,5.0,19.0,3.75,21.666666666666668,1.0,31.0,51.0,1.0,24.0
19.0,KA Pollard,8,10,Mumbai,1.0,4.0,KA Pollard,8.0,6.0,22.765625,16.7027027027027,11.153846153846153,15.25,1416.0,683.0,950.0,78.0,25.0
19.0,KA Jamieson,3,5,Mumbai,16.0,13.0,KA Jamieson,19.0,31.0,16.0,22.5,12.0,22.25,27.0,89.0,128.0,16.0,24.0
19.0,B Kumar,8,4,Hyderabad,2.0,6.0,B Kumar,25.0,34.0,3.8666666666666667,24.19148936170213,5.133333333333334,24.32894736842105,51.0,1410.0,1771.0,21.0,18.0
19.0,AR Patel,10,2,Mumbai,22.0,14.0,AR Patel,18.0,34.0,16.11111111111111,20.25,7.0,20.77777777777778,520.0,1028.0,1219.0,25.0,24.0
19.0,AR Patel,4,1,Hyderabad,7.0,12.0,AR Patel,25.0,33.0,21.2,18.0,16.655172413793103,22.225,513.0,1003.0,1186.0,22.0,18.0
19.0,AM Nayar,3,11,Chennai,0.0,1.0,AM Nayar,18.0,21.0,22.5,12.0,6.75,15.5,350.0,76.0,120.0,15.0,6.0
19.0,AJ Finch,3,11,Chennai,67.0,46.0,AJ Finch,6.0,9.0,67.0,6.0,39.857142857142854,8.0,790.0,25.0,24.0,0.0,6.0
19.0,AD Russell,10,2,Mumbai,24.0,22.0,AD Russell,12.0,16.0,24.27777777777778,15.38888888888889,22.044444444444444,15.60377358490566,1023.0,622.0,961.0,17.0,12.0
19.0,AD Russell,4,2,Vizag,19.0,10.0,AD Russell,6.0,6.0,30.0,7.0,22.044444444444444,15.60377358490566,1004.0,616.0,955.0,24.0,12.0
19.0,AD Russell,4,2,Eden Gardens,3.0,6.0,AD Russell,15.0,22.0,26.555555555555557,15.675,22.044444444444444,15.60377358490566,1001.0,601.0,933.0,19.0,6.0
19.0,AC Voges,1,7,Mohali,45.0,24.0,AC Voges,12.0,12.0,45.0,12.0,22.666666666666668,8.666666666666666,37.0,6.0,5.0,20.0,12.0
19.0,AB Agarkar,5,2,RSA,6.0,8.0,AB Agarkar,16.0,23.0,13.2,18.09090909090909,13.1,19.5,41.0,124.0,164.0,1.0,21.0
20.0,Mohammed Siraj,5,10,Banglore,1.0,5.0,Mohammed Siraj,35.0,37.0,4.666666666666667,26.0,1.0,23.714285714285715,50.0,728.0,1006.0,14.0,24.0
20.0,NLTC Perera,12,2,Mumbai,12.0,9.0,NLTC Perera,21.0,28.0,8.666666666666666,19.363636363636363,8.333333333333334,23.333333333333332,179.0,255.0,345.0,2.0,6.0
20.0,P Kumar,1,2,Mohali,1.0,2.0,P Kumar,26.0,32.0,3.142857142857143,23.952380952380953,9.5,19.0,148.0,1010.0,1287.0,0.0,27.0
20.0,P Kumar,5,10,Banglore,0.0,1.0,P Kumar,27.0,46.0,8.454545454545455,22.833333333333332,1.5,22.125,149.0,1036.0,1319.0,8.0,24.0
20.0,P Negi,5,10,Banglore,0.0,1.0,P Negi,19.0,28.0,9.363636363636363,14.583333333333334,7.0,19.666666666666668,105.0,209.0,299.0,3.0,25.0
20.0,PP Chawla,1,2,Mohali,11.0,9.0,PP Chawla,18.0,28.0,8.571428571428571,22.535714285714285,8.066666666666666,19.725,231.0,1341.0,1738.0,0.0,18.0
20.0,PP Chawla,1,8,RSA,0.0,2.0,PP Chawla,18.0,26.0,5.818181818181818,18.6875,3.3333333333333335,21.77777777777778,242.0,1359.0,1766.0,8.0,12.0
20.0,PP Chawla,12,2,Mumbai,8.0,5.0,PP Chawla,18.0,26.0,7.818181818181818,19.76,8.066666666666666,19.725,242.0,1389.0,1824.0,1.0,18.0
20.0,PVD Chameera,7,6,Mumbai,13.0,9.0,PVD Chameera,26.0,23.0,3.75,22.875,6.25,23.333333333333332,12.0,69.0,129.0,1.0,25.0
20.0,R Ashwin,5,3,Banglore,5.0,4.0,R Ashwin,7.0,17.0,11.285714285714286,18.8,6.588235294117647,21.914893617021278,257.0,1869.0,2223.0,28.0,24.0
20.0,R Ashwin,7,6,Mumbai,28.0,25.0,R Ashwin,24.0,20.0,12.526315789473685,23.36111111111111,19.0,24.666666666666668,262.0,1876.0,2240.0,6.0,25.0
20.0,R Bhatia,1,2,Mohali,16.0,6.0,R Bhatia,24.0,32.0,16.5,18.666666666666668,7.933333333333334,18.0,163.0,533.0,623.0,1.0,6.0
20.0,R Bhatia,12,2,Mumbai,1.0,1.0,R Bhatia,24.0,19.0,8.2,15.928571428571429,7.933333333333334,18.0,179.0,563.0,666.0,10.0,25.0
20.0,R Sathish,12,2,Mumbai,10.0,8.0,R Sathish,18.0,20.0,4.5,11.0,11.25,12.666666666666666,96.0,37.0,87.0,5.0,14.0
20.0,R Shepherd,8,10,Mumbai,39.0,12.0,R Shepherd,25.0,54.0,15.0,16.0,39.0,25.0,47.0,50.0,75.0,1.0,12.0
20.0,R Tewatia,8,7,Dubai,5.0,6.0,R Tewatia,12.0,13.0,21.6,21.88888888888889,22.571428571428573,18.42105263157895,377.0,323.0,463.0,30.0,6.0
20.0,R Vinay Kumar,5,10,Banglore,2.0,3.0,R Vinay Kumar,25.0,29.0,9.5,21.5,8.0,22.875,121.0,810.0,1163.0,1.0,18.0
20.0,RA Jadeja,5,3,Banglore,8.0,8.0,RA Jadeja,24.0,37.0,11.909090909090908,20.363636363636363,16.69811320754717,21.328767123287673,1138.0,1448.0,1841.0,23.0,24.0
20.0,RA Jadeja,14,5,Jaipur,23.0,22.0,RA Jadeja,24.0,57.0,18.647058823529413,19.125,17.09090909090909,18.76923076923077,1146.0,1472.0,1878.0,21.0,24.0
20.0,RR Powar,1,8,RSA,10.0,10.0,RR Powar,25.0,23.0,7.666666666666667,16.5,10.0,24.5,33.0,87.0,117.0,3.0,24.0
20.0,Rashid Khan,3,4,Hyderabad,17.0,4.0,Rashid Khan,24.0,49.0,4.3,24.285714285714285,4.9,25.121951219512194,144.0,1098.0,1221.0,0.0,30.0
20.0,Rashid Khan,10,4,Chennai,0.0,1.0,Rashid Khan,30.0,39.0,9.6,25.25,4.9,25.121951219512194,161.0,1122.0,1270.0,0.0,24.0
20.0,S Gopal,8,7,Dubai,1.0,2.0,S Gopal,24.0,29.0,6.166666666666667,20.733333333333334,7.0,19.153846153846153,42.0,345.0,456.0,2.0,24.0
20.0,SMSM Senanayake,1,2,Mohali,1.0,2.0,SMSM Senanayake,24.0,28.0,1.0,24.0,1.0,24.0,0.0,25.0,20.0,7.0,24.0
20.0,SP Narine,1,2,Mohali,1.0,3.0,SP Narine,25.0,33.0,8.666666666666666,24.5,13.0,24.35164835164835,489.0,1548.0,1746.0,0.0,24.0
20.0,SR Tendulkar,1,8,RSA,1.0,6.0,SR Tendulkar,7.0,8.0,29.105263157894736,9.25,28.729166666666668,9.25,768.0,12.0,11.0,72.0,12.0
20.0,SR Watson,3,4,Hyderabad,9.0,16.0,SR Watson,12.0,23.0,24.571428571428573,22.2,26.2,18.75,1385.0,670.0,879.0,50.0,12.0
20.0,ST Jayasuriya,1,8,RSA,0.0,2.0,ST Jayasuriya,6.0,5.0,17.571428571428573,12.454545454545455,22.3,15.928571428571429,197.0,147.0,189.0,6.0,8.0
20.0,Shahbaz Ahmed,5,10,Banglore,20.0,14.0,Shahbaz Ahmed,6.0,11.0,9.0,6.0,28.0,12.75,195.0,175.0,293.0,41.0,12.0
20.0,Shakib Al Hasan,3,4,Hyderabad,24.0,19.0,Shakib Al Hasan,25.0,32.0,21.8,21.666666666666668,14.0,23.363636363636363,338.0,651.0,839.0,3.0,18.0
20.0,Shakib Al Hasan,12,2,Mumbai,3.0,9.0,Shakib Al Hasan,18.0,14.0,15.9,22.272727272727273,12.136363636363637,22.428571428571427,362.0,676.0,871.0,0.0,24.0
20.0,TA Boult,7,6,Mumbai,2.0,1.0,TA Boult,25.0,30.0,4.0,24.61111111111111,9.5,24.333333333333332,19.0,1035.0,1380.0,0.0,24.0
20.0,TG Southee,5,10,Banglore,9.0,9.0,TG Southee,14.0,28.0,3.6666666666666665,22.0,4.5,21.333333333333332,45.0,510.0,730.0,1.0,24.0
20.0,TK Curran,8,7,Dubai,15.0,17.0,TK Curran,19.0,34.0,16.6,23.333333333333332,23.5,23.75,94.0,213.0,365.0,18.0,20.0
20.0,TM Head,14,5,Jaipur,30.0,16.0,TM Head,12.0,18.0,30.0,12.0,28.25,12.0,213.0,16.0,43.0,21.0,5.0
20.0,UT Yadav,12,2,Mumbai,7.0,3.0,UT Yadav,12.0,21.0,5.533333333333333,22.2,5.866666666666666,23.363636363636363,76.0,1212.0,1630.0,2.0,30.0
20.0,V Sehwag,3,10,Chennai,71.0,42.0,V Sehwag,12.0,21.0,13.5,14.0,28.41025641025641,12.0,957.0,25.0,77.0,12.0,6.0
20.0,V Shankar,10,4,Chennai,8.0,7.0,V Shankar,20.0,19.0,14.571428571428571,12.5,16.736842105263158,13.5,403.0,75.0,105.0,17.0,3.0
20.0,WA Mota,1,8,RSA,5.0,6.0,WA Mota,6.0,3.0,5.0,11.0,4.5,6.0,27.0,20.0,36.0,3.0,25.0
20.0,YS Chahal,5,10,Banglore,1.0,1.0,YS Chahal,26.0,36.0,1.5,22.024390243902438,1.0,21.454545454545453,19.0,1349.0,1640.0,5.0,26.0
20.0,Z Khan,8,4,Dubai,1.0,2.0,Z Khan,24.0,29.0,2.6666666666666665,23.4,1.0,22.5,102.0,890.0,1110.0,2.0,26.0
20.0,Harbhajan Singh,1,8,RSA,6.0,5.0,Harbhajan Singh,24.0,24.0,7.133333333333334,21.65,8.953488372093023,22.363636363636363,417.0,1330.0,1565.0,1.0,24.0
20.0,Harbhajan Singh,8,4,Dubai,1.0,4.0,Harbhajan Singh,24.0,17.0,3.8,23.0,8.4,21.11111111111111,423.0,1354.0,1589.0,9.0,24.0
20.0,HV Patel,5,3,Banglore,0.0,1.0,HV Patel,24.0,29.0,3.875,21.954545454545453,13.0,23.5,55.0,799.0,1128.0,6.0,27.0
20.0,DR Smith,14,5,Jaipur,1.0,4.0,DR Smith,7.0,17.0,26.125,9.571428571428571,23.0,8.666666666666666,964.0,116.0,199.0,16.0,6.0
20.0,DT Christian,7,4,Jaipur,29.0,19.0,DT Christian,26.0,43.0,29.0,26.0,14.384615384615385,20.4,183.0,347.0,505.0,6.0,18.0
20.0,DW Steyn,5,10,Banglore,8.0,9.0,DW Steyn,26.0,42.0,2.5,25.0625,8.0,24.666666666666668,64.0,818.0,908.0,4.0,22.0
20.0,DJG Sammy,8,4,Dubai,10.0,6.0,DJG Sammy,12.0,20.0,13.5,14.0,17.6,15.0,86.0,82.0,128.0,8.0,12.0
20.0,MS Gony,1,2,Mohali,42.0,19.0,MS Gony,26.0,18.0,22.5,22.833333333333332,42.0,22.0,12.0,345.0,536.0,1.0,25.0
20.0,MR Marsh,5,10,Banglore,0.0,4.0,MR Marsh,12.0,19.0,12.0,19.333333333333332,21.428571428571427,17.77777777777778,134.0,175.0,258.0,14.0,24.0
20.0,MP Stoinis,10,4,Chennai,2.0,2.0,MP Stoinis,6.0,12.0,46.75,16.333333333333332,14.333333333333334,14.666666666666666,675.0,238.0,390.0,15.0,13.0
20.0,MM Sharma,5,3,Banglore,2.0,6.0,MM Sharma,24.0,39.0,4.6,18.75,4.166666666666667,21.23076923076923,77.0,893.0,1265.0,4.0,26.0
20.0,MM Ali,5,10,Banglore,32.0,19.0,MM Ali,24.0,22.0,22.714285714285715,13.2,17.8,21.8,380.0,228.0,287.0,3.0,18.0
20.0,MA Starc,5,3,Banglore,9.0,6.0,MA Starc,24.0,29.0,11.25,23.3,3.6666666666666665,21.0,34.0,287.0,362.0,0.0,20.0
20.0,Lalit Yadav,8,10,Mumbai,3.0,4.0,Lalit Yadav,6.0,15.0,17.1,12.2,16.266666666666666,15.285714285714286,172.0,122.0,127.0,1.0,18.0
20.0,Lalit Yadav,5,10,Banglore,4.0,7.0,Lalit Yadav,25.0,30.0,4.0,25.0,16.266666666666666,15.285714285714286,168.0,97.0,97.0,3.0,6.0
20.0,Kuldeep Yadav,5,10,Banglore,7.0,7.0,Kuldeep Yadav,24.0,25.0,6.5,24.25,5.933333333333334,22.703703703703702,36.0,667.0,871.0,0.0,24.0
20.0,KH Pandya,8,7,Dubai,12.0,17.0,KH Pandya,12.0,22.0,9.5,19.045454545454547,6.571428571428571,19.285714285714285,727.0,898.0,1094.0,18.0,12.0
20.0,KA Pollard,8,4,Dubai,78.0,50.0,KA Pollard,25.0,36.0,21.304347826086957,12.277777777777779,31.714285714285715,16.428571428571427,1417.0,691.0,956.0,10.0,12.0
20.0,K Gowtham,7,6,Mumbai,0.0,2.0,K Gowtham,24.0,32.0,0.3333333333333333,17.428571428571427,10.5,14.4,103.0,279.0,384.0,1.0,25.0
20.0,K Goel,1,8,RSA,12.0,12.0,K Goel,13.0,12.0,13.88888888888889,11.0,16.666666666666668,12.5,126.0,12.0,25.0,6.0,6.0
20.0,JP Duminy,1,8,RSA,59.0,65.0,JP Duminy,19.0,23.0,32.07142857142857,17.833333333333332,32.04761904761905,14.909090909090908,501.0,163.0,199.0,58.0,6.0
20.0,JO Holder,7,6,Mumbai,8.0,14.0,JO Holder,24.0,50.0,7.333333333333333,24.1,6.5,23.2,54.0,237.0,315.0,0.0,24.0
20.0,JH Kallis,5,10,Banglore,27.0,31.0,JH Kallis,25.0,36.0,24.25,21.25,19.571428571428573,18.857142857142858,1147.0,784.0,1049.0,4.0,6.0
20.0,JA Morkel,12,2,Mumbai,16.0,9.0,JA Morkel,20.0,36.0,10.333333333333334,20.53846153846154,14.2,18.833333333333332,413.0,717.0,973.0,4.0,26.0
20.0,JC Archer,8,7,Dubai,24.0,11.0,JC Archer,25.0,38.0,11.3,24.642857142857142,9.583333333333334,24.91304347826087,88.0,249.0,300.0,8.0,18.0
20.0,JH Kallis,1,2,Mohali,1.0,6.0,JH Kallis,24.0,25.0,13.333333333333334,22.333333333333332,22.53125,20.15625,1146.0,760.0,1024.0,27.0,25.0
20.0,JA Morkel,3,10,Chennai,28.0,16.0,JA Morkel,25.0,41.0,19.48,23.0,21.0,21.88888888888889,385.0,692.0,932.0,16.0,20.0
20.0,IK Pathan,1,8,RSA,7.0,12.0,IK Pathan,26.0,20.0,16.46153846153846,22.2,4.285714285714286,21.0,380.0,621.0,779.0,1.0,13.0
20.0,J Suchith,10,4,Chennai,14.0,6.0,J Suchith,24.0,21.0,10.0,24.0,8.333333333333334,22.833333333333332,35.0,88.0,154.0,9.0,18.0
20.0,J Botha,7,4,Jaipur,14.0,9.0,J Botha,24.0,30.0,18.8,22.333333333333332,11.666666666666666,22.333333333333332,144.0,236.0,306.0,14.0,25.0
20.0,IK Pathan,8,4,Dubai,1.0,1.0,IK Pathan,13.0,13.0,3.0,12.5,8.125,17.9,387.0,647.0,799.0,30.0,24.0
20.0,HV Patel,5,10,Banglore,6.0,4.0,HV Patel,27.0,32.0,3.875,21.954545454545453,2.0,21.88888888888889,55.0,823.0,1157.0,16.0,24.0
20.0,AS Rajpoot,8,7,Dubai,2.0,5.0,AS Rajpoot,20.0,42.0,4.5,19.166666666666668,4.5,22.333333333333332,13.0,158.0,236.0,8.0,26.0
20.0,Abhishek Sharma,10,4,Chennai,5.0,7.0,Abhishek Sharma,7.0,14.0,11.666666666666666,15.5,22.8125,9.076923076923077,360.0,116.0,140.0,42.0,6.0
20.0,A Nehra,5,3,Banglore,0.0,1.0,A Nehra,24.0,11.0,0.0,21.833333333333332,0.5,24.2,6.0,678.0,941.0,1.0,25.0
20.0,DJ Bravo,5,3,Banglore,5.0,4.0,DJ Bravo,18.0,29.0,10.25,20.0,16.61111111111111,21.6,792.0,1415.0,1944.0,11.0,26.0
20.0,A Kumble,5,10,Banglore,1.0,1.0,A Kumble,24.0,30.0,1.6666666666666667,24.25,1.0,24.5,9.0,380.0,356.0,1.0,25.0
20.0,DJ Hussey,1,2,Mohali,12.0,15.0,DJ Hussey,6.0,14.0,28.083333333333332,9.25,25.153846153846153,10.9,303.0,37.0,71.0,81.0,18.0
20.0,DJ Hooda,3,4,Hyderabad,1.0,7.0,DJ Hooda,6.0,8.0,11.0,10.0,11.625,12.8,697.0,249.0,313.0,25.0,12.0
20.0,CJ Anderson,8,4,Dubai,1.0,9.0,CJ Anderson,8.0,18.0,14.6,12.5,21.0,8.0,262.0,141.0,233.0,35.0,13.0
20.0,D Wiese,5,3,Banglore,22.0,20.0,D Wiese,25.0,47.0,17.666666666666668,19.833333333333332,22.0,25.0,64.0,103.0,150.0,11.0,24.0
20.0,DJ Bravo,1,8,RSA,15.0,22.0,DJ Bravo,20.0,24.0,17.615384615384617,19.444444444444443,20.76923076923077,19.387096774193548,777.0,1377.0,1883.0,5.0,18.0
20.0,CH Morris,5,10,Banglore,0.0,3.0,CH Morris,26.0,28.0,2.0,22.6,14.866666666666667,22.863636363636363,227.0,742.0,977.0,3.0,24.0
20.0,Avesh Khan,7,6,Mumbai,7.0,2.0,Avesh Khan,25.0,31.0,4.0,23.785714285714285,5.0,21.307692307692307,4.0,503.0,748.0,5.0,27.0
20.0,Basil Thampi,14,5,Jaipur,0.0,1.0,Basil Thampi,24.0,31.0,4.333333333333333,20.6,0.0,24.333333333333332,14.0,157.0,228.0,3.0,26.0
20.0,BJ Hodge,7,4,Jaipur,48.0,21.0,BJ Hodge,6.0,13.0,20.266666666666666,6.0,34.0,6.0,523.0,91.0,123.0,1.0,12.0
20.0,Azhar Mahmood,1,2,Mohali,0.0,1.0,Azhar Mahmood,25.0,22.0,16.0,24.142857142857142,3.0,22.5,31.0,73.0,77.0,33.0,22.0
20.0,AR Patel,8,10,Mumbai,8.0,7.0,AR Patel,24.0,35.0,16.11111111111111,20.25,14.4,22.595744680851062,567.0,1112.0,1319.0,0.0,30.0
20.0,AD Russell,12,2,Mumbai,17.0,12.0,AD Russell,12.0,16.0,24.27777777777778,15.38888888888889,22.044444444444444,15.60377358490566,1047.0,634.0,977.0,10.0,6.0
20.0,AB McDonald,5,10,Banglore,18.0,14.0,AB McDonald,24.0,42.0,14.25,18.0,15.333333333333334,17.0,30.0,12.0,11.0,0.0,12.0
20.0,AJ Tye,14,5,Jaipur,6.0,6.0,AJ Tye,24.0,35.0,13.5,20.6,4.333333333333333,24.25,10.0,320.0,449.0,3.0,26.0
20.0,AR Patel,5,10,Banglore,25.0,15.0,AR Patel,42.0,47.0,25.285714285714285,24.75,14.4,22.595744680851062,542.0,1070.0,1272.0,8.0,24.0
20.0,A Nortje,5,10,Banglore,23.0,14.0,A Nortje,27.0,34.0,23.0,27.0,4.0,24.75,19.0,402.0,643.0,2.0,28.0
21.0,K Gowtham,8,7,Jaipur,33.0,11.0,K Gowtham,18.0,20.0,11.625,17.6,10.444444444444445,18.363636363636363,104.0,334.0,469.0,0.0,18.0
21.0,K Gowtham,6,1,Lucknow,1.0,2.0,K Gowtham,25.0,31.0,7.75,20.666666666666668,11.2,22.2,103.0,303.0,416.0,33.0,6.0
21.0,Harpreet Brar,6,1,Lucknow,6.0,4.0,Harpreet Brar,12.0,10.0,6.0,12.0,7.111111111111111,18.0,28.0,196.0,246.0,25.0,24.0
21.0,IK Pathan,5,10,Banglore,30.0,12.0,IK Pathan,24.0,40.0,15.6,21.0,15.95,20.44,388.0,660.0,812.0,24.0,25.0
21.0,J Syed Mohammad,5,10,Banglore,1.0,2.0,J Syed Mohammad,12.0,13.0,2.5,14.333333333333334,1.0,12.0,2.0,61.0,81.0,13.0,24.0
21.0,JC Archer,8,7,Jaipur,8.0,9.0,JC Archer,24.0,23.0,4.0,24.181818181818183,9.583333333333334,24.91304347826087,112.0,292.0,353.0,2.0,25.0
21.0,JD Ryder,8,11,Mumbai,12.0,16.0,JD Ryder,12.0,16.0,19.785714285714285,14.428571428571429,25.727272727272727,9.6,262.0,138.0,159.0,9.0,24.0
21.0,JEC Franklin,8,11,Mumbai,6.0,8.0,JEC Franklin,20.0,32.0,19.9,11.0,19.0,13.0,124.0,55.0,96.0,79.0,7.0
21.0,JH Kallis,3,2,Ranchi,4.0,6.0,JH Kallis,6.0,10.0,15.333333333333334,18.333333333333332,22.53125,20.15625,1174.0,809.0,1085.0,6.0,24.0
21.0,JH Kallis,5,4,Banglore,6.0,5.0,JH Kallis,24.0,36.0,24.25,21.25,27.75,18.142857142857142,1178.0,815.0,1095.0,30.0,18.0
21.0,JP Duminy,10,8,Delhi,78.0,53.0,JP Duminy,6.0,14.0,31.0,12.222222222222221,32.04761904761905,14.909090909090908,618.0,182.0,222.0,52.0,18.0
21.0,AB McDonald,5,10,Banglore,0.0,2.0,AB McDonald,12.0,17.0,14.25,18.0,15.333333333333334,17.0,48.0,36.0,53.0,8.0,25.0
21.0,AC Thomas,8,11,Mumbai,0.0,2.0,AC Thomas,24.0,17.0,6.333333333333333,21.1,0.5,23.333333333333332,0.0,55.0,80.0,1.0,24.0
21.0,AD Mathews,4,10,Hyderabad,31.0,24.0,AD Mathews,19.0,41.0,19.5,15.5,19.88888888888889,19.75,194.0,310.0,413.0,10.0,24.0
21.0,AD Mathews,5,11,Banglore,10.0,7.0,AD Mathews,24.0,36.0,4.0,21.0,17.444444444444443,18.1,225.0,329.0,454.0,17.0,12.0
21.0,AD Mathews,10,8,Delhi,17.0,9.0,AD Mathews,12.0,15.0,14.714285714285714,14.875,8.5,12.0,235.0,353.0,490.0,20.0,24.0
21.0,AD Russell,1,2,Ahmedabad,10.0,9.0,AD Russell,6.0,2.0,14.25,11.333333333333334,22.044444444444444,15.60377358490566,1064.0,646.0,993.0,2.0,12.0
21.0,AD Russell,2,3,Dubai,2.0,4.0,AD Russell,12.0,18.0,13.7,17.0,31.375,16.571428571428573,1074.0,652.0,995.0,1.0,12.0
21.0,AD Russell,3,2,Ranchi,1.0,5.0,AD Russell,12.0,27.0,1.0,12.0,22.044444444444444,15.60377358490566,1076.0,664.0,1013.0,10.0,7.0
21.0,AK Markram,9,4,Mumbai,12.0,8.0,AK Markram,6.0,9.0,28.8,4.75,27.75,9.428571428571429,304.0,31.0,37.0,0.0,6.0
21.0,AR Patel,1,8,Mohali,0.0,2.0,AR Patel,24.0,42.0,10.833333333333334,21.944444444444443,12.0,18.272727272727273,575.0,1166.0,1388.0,4.0,13.0
21.0,Arshdeep Singh,1,2,Ahmedabad,1.0,1.0,Arshdeep Singh,16.0,28.0,1.0,20.0,0.5,18.0,11.0,360.0,495.0,0.0,19.0
21.0,BA Stokes,7,2,Jaipur,7.0,14.0,BA Stokes,6.0,7.0,13.076923076923077,18.5,10.666666666666666,16.666666666666668,291.0,281.0,448.0,40.0,19.0
21.0,BA Stokes,8,7,Jaipur,40.0,29.0,BA Stokes,19.0,31.0,13.076923076923077,18.5,23.58823529411765,18.466666666666665,298.0,287.0,455.0,10.0,12.0
21.0,CJ Jordan,1,2,Ahmedabad,30.0,18.0,CJ Jordan,18.0,28.0,11.333333333333334,20.75,15.0,12.5,25.0,214.0,341.0,2.0,12.0
21.0,CV Varun,2,3,Dubai,1.0,1.0,CV Varun,24.0,28.0,3.3333333333333335,25.318181818181817,1.0,24.0,13.0,622.0,817.0,1.0,24.0
21.0,DJ Bravo,3,8,Mumbai,11.0,7.0,DJ Bravo,24.0,43.0,13.791666666666666,22.594594594594593,20.76923076923077,19.387096774193548,797.0,1459.0,2010.0,2.0,31.0
21.0,DJ Hooda,1,2,Ahmedabad,1.0,5.0,DJ Hooda,12.0,20.0,7.285714285714286,9.714285714285714,16.0,9.0,723.0,255.0,321.0,9.0,1.0
21.0,DR Smith,4,10,RSA,48.0,29.0,DR Smith,6.0,8.0,26.0,13.0,22.5,12.2,981.0,123.0,216.0,5.0,13.0
21.0,GJ Maxwell,1,8,Mohali,56.0,39.0,GJ Maxwell,6.0,11.0,14.571428571428571,10.9,26.9,9.571428571428571,1057.0,288.0,413.0,40.0,6.0
21.0,HH Pandya,8,7,Jaipur,4.0,2.0,HH Pandya,17.0,25.0,16.0,16.25,34.0,18.142857142857142,887.0,554.0,809.0,50.0,24.0
21.0,HH Pandya,9,4,Mumbai,50.0,45.0,HH Pandya,24.0,27.0,21.574468085106382,17.45,16.77777777777778,13.8,891.0,571.0,834.0,0.0,12.0
21.0,HH Pandya,10,8,Delhi,0.0,1.0,HH Pandya,12.0,14.0,19.625,13.0,16.244444444444444,16.513513513513512,941.0,595.0,861.0,15.0,12.0
21.0,Harbhajan Singh,10,8,Delhi,9.0,11.0,Harbhajan Singh,24.0,34.0,6.0,20.5,8.953488372093023,22.363636363636363,424.0,1427.0,1662.0,6.0,12.0
21.0,TM Dilshan,5,11,Banglore,4.0,8.0,TM Dilshan,12.0,25.0,29.636363636363637,7.4,17.333333333333332,12.0,378.0,109.0,164.0,38.0,13.0
21.0,TM Dilshan,4,10,RSA,52.0,51.0,TM Dilshan,6.0,15.0,32.15384615384615,12.0,24.272727272727273,12.0,326.0,103.0,149.0,4.0,12.0
21.0,Sikandar Raza,6,1,Lucknow,57.0,44.0,Sikandar Raza,13.0,23.0,57.0,13.0,29.8,12.25,37.0,45.0,72.0,28.0,6.0
21.0,Shoaib Ahmed,4,10,RSA,0.0,3.0,Shoaib Ahmed,24.0,22.0,0.3333333333333333,14.714285714285714,0.0,15.0,0.0,19.0,31.0,1.0,12.0
21.0,Shivam Mavi,2,3,Dubai,0.0,1.0,Shivam Mavi,18.0,32.0,7.5,23.615384615384617,0.0,18.0,48.0,342.0,446.0,0.0,7.0
21.0,Shakib Al Hasan,3,2,Ranchi,0.0,1.0,Shakib Al Hasan,24.0,26.0,0.0,24.0,12.136363636363637,22.428571428571427,365.0,694.0,885.0,2.0,24.0
21.0,Shahid Afridi,5,4,Banglore,1.0,2.0,Shahid Afridi,24.0,24.0,1.0,24.0,13.75,17.0,25.0,80.0,106.0,20.0,18.0
